onetsoc_code,task_id,occupation_title,task_text_clean,hdbscan_cluster,hdbscan_cluster_assigned,auto_label_v2,auto_label_definition,auto_label_source,variant,was_hdbscan_noise
23-1012.00,19053,Judicial Law Clerks,Review dockets of pending litigation to ensure adequate progress.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19045,Judicial Law Clerks,Communicate with counsel regarding case management or procedural requirements.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19061,Judicial Law Clerks,Respond to questions from judicial officers or court staff on general legal issues.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19057,Judicial Law Clerks,"Enter information into computerized court calendar, filing, or case management systems.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19054,Judicial Law Clerks,"Verify that all files, complaints, or other papers are available and in the proper order.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19056,Judicial Law Clerks,Coordinate judges' meeting and appointment schedules.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19049,Judicial Law Clerks,Participate in conferences or discussions between trial attorneys and judges.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19060,Judicial Law Clerks,"Prepare periodic reports on court proceedings, as required.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19062,Judicial Law Clerks,"Supervise law students, volunteers, or other personnel assigned to the court.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19058,Judicial Law Clerks,Maintain judges' law libraries by assembling or updating appropriate documents.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1012.00,19059,Judicial Law Clerks,"Perform courtroom duties, including calling calendars, administering oaths, and swearing in jury panels and witnesses.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7627,"Administrative Law Judges, Adjudicators, and Hearing Officers","Determine existence and amount of liability according to current laws, administrative and judicial precedents, and available evidence.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7623,"Administrative Law Judges, Adjudicators, and Hearing Officers",Monitor and direct the activities of trials and hearings to ensure that they are conducted fairly and that courts administer justice while safeguarding the legal rights of all involved parties.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7617,"Administrative Law Judges, Adjudicators, and Hearing Officers",Prepare written opinions and decisions.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7624,"Administrative Law Judges, Adjudicators, and Hearing Officers",Authorize payment of valid claims and determine method of payment.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7625,"Administrative Law Judges, Adjudicators, and Hearing Officers","Conduct hearings to review and decide claims regarding issues, such as social program eligibility, environmental protection, or enforcement of health and safety regulations.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7619,"Administrative Law Judges, Adjudicators, and Hearing Officers","Research and analyze laws, regulations, policies, and precedent decisions to prepare for hearings and to determine conclusions.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7618,"Administrative Law Judges, Adjudicators, and Hearing Officers","Review and evaluate data on documents, such as claim applications, birth or death certificates, or physician or employer records.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7621,"Administrative Law Judges, Adjudicators, and Hearing Officers","Recommend the acceptance or rejection of claims or compromise settlements according to laws, regulations, policies, and precedent decisions.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7626,"Administrative Law Judges, Adjudicators, and Hearing Officers","Rule on exceptions, motions, and admissibility of evidence.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7622,"Administrative Law Judges, Adjudicators, and Hearing Officers",Explain to claimants how they can appeal rulings that go against them.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7620,"Administrative Law Judges, Adjudicators, and Hearing Officers",Confer with individuals or organizations involved in cases to obtain relevant information.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7628,"Administrative Law Judges, Adjudicators, and Hearing Officers",Issue subpoenas and administer oaths in preparation for formal hearings.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,21181,"Administrative Law Judges, Adjudicators, and Hearing Officers",Schedule hearings.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1021.00,7629,"Administrative Law Judges, Adjudicators, and Hearing Officers",Conduct studies of appeals procedures in field agencies to ensure adherence to legal requirements and to facilitate determination of cases.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,12999,"Arbitrators, Mediators, and Conciliators",Prepare written opinions or decisions regarding cases.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,20238,"Arbitrators, Mediators, and Conciliators","Apply relevant laws, regulations, policies, or precedents to reach conclusions.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,20239,"Arbitrators, Mediators, and Conciliators",Conduct hearings to obtain information or evidence relative to disposition of claims.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,20240,"Arbitrators, Mediators, and Conciliators","Determine extent of liability according to evidence, laws, or administrative or judicial precedents.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13001,"Arbitrators, Mediators, and Conciliators","Rule on exceptions, motions, or admissibility of evidence.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,12993,"Arbitrators, Mediators, and Conciliators","Confer with disputants to clarify issues, identify underlying concerns, and develop an understanding of their respective needs and interests.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,12994,"Arbitrators, Mediators, and Conciliators","Use mediation techniques to facilitate communication between disputants, to further parties' understanding of different perspectives, and to guide parties toward mutual agreement.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13008,"Arbitrators, Mediators, and Conciliators","Conduct initial meetings with disputants to outline the arbitration process, settle procedural matters, such as fees, or determine details, such as witness numbers or time requirements.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13003,"Arbitrators, Mediators, and Conciliators","Evaluate information from documents, such as claim applications, birth or death certificates, or physician or employer records.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13005,"Arbitrators, Mediators, and Conciliators","Research laws, regulations, policies, or precedent decisions to prepare for hearings.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13010,"Arbitrators, Mediators, and Conciliators",Issue subpoenas or administer oaths to prepare for formal hearings.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,12995,"Arbitrators, Mediators, and Conciliators",Set up appointments for parties to meet for mediation.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13007,"Arbitrators, Mediators, and Conciliators",Recommend acceptance or rejection of compromise settlement offers.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,12996,"Arbitrators, Mediators, and Conciliators",Prepare settlement agreements for disputants to sign.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13011,"Arbitrators, Mediators, and Conciliators",Authorize payment of valid claims.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13004,"Arbitrators, Mediators, and Conciliators","Interview claimants, agents, or witnesses to obtain information about disputed issues.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13012,"Arbitrators, Mediators, and Conciliators",Conduct studies of appeals procedures to ensure adherence to legal requirements or to facilitate disposition of cases.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,19807,"Arbitrators, Mediators, and Conciliators",Specialize in the negotiation and resolution of environmental conflicts involving issues such as natural resource allocation or regional development planning.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,12997,"Arbitrators, Mediators, and Conciliators","Organize or deliver public presentations about mediation to organizations, such as community agencies or schools.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1022.00,13009,"Arbitrators, Mediators, and Conciliators",Participate in court proceedings.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5644,"Judges, Magistrate Judges, and Magistrates","Sentence defendants in criminal cases, on conviction by jury, according to applicable government statutes.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5649,"Judges, Magistrate Judges, and Magistrates",Monitor proceedings to ensure that all applicable rules and procedures are followed.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5643,"Judges, Magistrate Judges, and Magistrates","Instruct juries on applicable laws, direct juries to deduce the facts from the evidence presented, and hear their verdicts.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5653,"Judges, Magistrate Judges, and Magistrates",Write decisions on cases.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5647,"Judges, Magistrate Judges, and Magistrates",Read documents on pleadings and motions to ascertain facts and issues.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5645,"Judges, Magistrate Judges, and Magistrates",Rule on admissibility of evidence and methods of conducting testimony.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5646,"Judges, Magistrate Judges, and Magistrates",Preside over hearings and listen to allegations made by plaintiffs to determine whether the evidence supports the charges.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5654,"Judges, Magistrate Judges, and Magistrates",Award compensation for damages to litigants in civil cases in relation to findings by juries or by the court.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5650,"Judges, Magistrate Judges, and Magistrates","Advise attorneys, juries, litigants, and court personnel regarding conduct, issues, and proceedings.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5651,"Judges, Magistrate Judges, and Magistrates",Research legal issues and write opinions on the issues.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5648,"Judges, Magistrate Judges, and Magistrates",Interpret and enforce rules of procedure or establish new rules in situations where there are no procedures already established by law.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,21182,"Judges, Magistrate Judges, and Magistrates",Issue arrest warrants.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5655,"Judges, Magistrate Judges, and Magistrates",Settle disputes between opposing attorneys.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5657,"Judges, Magistrate Judges, and Magistrates",Impose restrictions upon parties in civil cases until trials can be held.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5656,"Judges, Magistrate Judges, and Magistrates","Supervise other judges, court officers, and the court's administrative staff.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5658,"Judges, Magistrate Judges, and Magistrates","Rule on custody and access disputes, and enforce court orders regarding custody and support of children.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5652,"Judges, Magistrate Judges, and Magistrates","Conduct preliminary hearings to decide issues, such as whether there is reasonable and probable cause to hold defendants in felony cases.",88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5659,"Judges, Magistrate Judges, and Magistrates",Grant divorces and divide assets between spouses.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5660,"Judges, Magistrate Judges, and Magistrates",Participate in judicial tribunals to help resolve disputes.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,20057,"Judges, Magistrate Judges, and Magistrates",Provide information regarding the judicial system or other legal issues through the media and public speeches.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-1023.00,5661,"Judges, Magistrate Judges, and Magistrates",Perform wedding ceremonies.,88,88,Adjudicate disputes,Conduct hearings and issue decisions to resolve claims and legal disputes fairly.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,18491,Paralegals and Legal Assistants,"Prepare affidavits or other documents, such as legal correspondence, and organize and maintain documents in paper or electronic filing system.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,23994,Paralegals and Legal Assistants,"Prepare, edit, or review legal documents, including legislation, briefs, pleadings, appeals, wills, contracts, and real estate closing statements.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,21062,Paralegals and Legal Assistants,"Investigate facts and law of cases and search pertinent sources, such as public records and internet sources, to determine causes of action and to prepare cases.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,18492,Paralegals and Legal Assistants,Prepare for trial by performing tasks such as organizing exhibits.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,18493,Paralegals and Legal Assistants,Meet with clients and other professionals to discuss details of cases.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,1636,Paralegals and Legal Assistants,"Gather and analyze research data, such as statutes, decisions, and legal articles, codes, and documents.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,18494,Paralegals and Legal Assistants,File pleadings with court clerks.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,1639,Paralegals and Legal Assistants,"Direct and coordinate law office activity, including delivery of subpoenas.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,1638,Paralegals and Legal Assistants,Call upon witnesses to testify at hearings.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,18496,Paralegals and Legal Assistants,"Arbitrate disputes between parties and assist in the real estate closing process, such as by reviewing title searches.",87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,1642,Paralegals and Legal Assistants,Appraise and inventory real and personal property for estate planning.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
23-2011.00,1641,Paralegals and Legal Assistants,Keep and monitor legal volumes to ensure that the law library is up-to-date.,87,87,Apply legal analysis,"Interpret laws, evaluate cases, gather evidence, and prepare legal arguments or representation.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5662,"Business Teachers, Postsecondary","Prepare and deliver lectures to undergraduate or graduate students on topics such as financial accounting, principles of marketing, and operations management.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5663,"Business Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers.",177,177,Evaluate student work,"Assess and grade student assignments, exams, and related academic work.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5667,"Business Teachers, Postsecondary","Initiate, facilitate, and moderate classroom discussions.",-1,114,Improve energy efficiency,Assess energy use and develop strategies to reduce consumption and improve renewable integration.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
25-1011.00,5665,"Business Teachers, Postsecondary","Prepare course materials, such as syllabi, homework assignments, and handouts.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5670,"Business Teachers, Postsecondary","Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional organizations and conferences.",178,178,Advance academic research,"Stay current in a field, conduct research, and publish findings through scholarly channels.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5668,"Business Teachers, Postsecondary","Plan, evaluate, and revise curricula, course content, and course materials and methods of instruction.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5666,"Business Teachers, Postsecondary","Maintain student attendance records, grades, and other required records.",115,115,Deliver college instruction,"Teach courses, prepare materials, and evaluate student performance in postsecondary settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5681,"Business Teachers, Postsecondary","Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.",178,178,Advance academic research,"Stay current in a field, conduct research, and publish findings through scholarly channels.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5664,"Business Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others.",177,177,Evaluate student work,"Assess and grade student assignments, exams, and related academic work.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5669,"Business Teachers, Postsecondary",Maintain regularly scheduled office hours to advise and assist students.,84,84,Advise students,Meet with students to provide guidance and support on academic and career matters.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5673,"Business Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.,178,178,Advance academic research,"Stay current in a field, conduct research, and publish findings through scholarly channels.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5671,"Business Teachers, Postsecondary",Advise students on academic and vocational curricula and career issues.,179,179,Advise students,"Guide students on academic, vocational, and career matters and support student organizations.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,20058,"Business Teachers, Postsecondary",Develop and maintain course Web sites.,181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5674,"Business Teachers, Postsecondary","Collaborate with members of the business community to improve programs, to develop new programs, and to provide student access to learning opportunities, such as internships.",-1,182,Engage community outreach,"Participate in recruitment, community events, and public speaking to support institutional outreach.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
25-1011.00,5676,"Business Teachers, Postsecondary","Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.",180,180,Serve academic governance,Participate in committees and administrative duties that shape institutional policies and operations.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5672,"Business Teachers, Postsecondary","Select and obtain materials and supplies, such as textbooks.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5678,"Business Teachers, Postsecondary",Compile bibliographies of specialized materials for outside reading assignments.,75,75,Teach postsecondary courses,"Deliver lectures, assess student work, and manage course materials in higher education settings.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5677,"Business Teachers, Postsecondary",Participate in campus and community events.,182,182,Engage community outreach,"Participate in recruitment, community events, and public speaking to support institutional outreach.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,21108,"Business Teachers, Postsecondary",Mentor new faculty.,-1,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
25-1011.00,5679,"Business Teachers, Postsecondary","Perform administrative duties, such as serving as department head.",180,180,Serve academic governance,Participate in committees and administrative duties that shape institutional policies and operations.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5675,"Business Teachers, Postsecondary","Participate in student recruitment, registration, and placement activities.",182,182,Engage community outreach,"Participate in recruitment, community events, and public speaking to support institutional outreach.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5682,"Business Teachers, Postsecondary",Act as advisers to student organizations.,179,179,Advise students,"Guide students on academic, vocational, and career matters and support student organizations.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5680,"Business Teachers, Postsecondary","Supervise undergraduate or graduate teaching, internship, and research work.",181,181,Teach and develop courses,"Deliver instruction, prepare materials, and revise curricula and course resources.",cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,False
25-1011.00,5683,"Business Teachers, Postsecondary",Provide professional consulting services to government or industry.,-1,114,Improve energy efficiency,Assess energy use and develop strategies to reduce consumption and improve renewable integration.,cluster_onet_tasks.py:hdbscan_cluster_assigned,title_plus_task,True
